DATE,Daily_Mean_PM,Daily_AQI_Value,AQI_Targeted_Value_LAG_7
2023-08-04,7.62,42.4,52.333333333333336
2023-08-05,11.066666666666668,55.0,52.66666666666666
2023-08-06,8.366666666666667,46.66666666666666,50.75
2023-08-07,9.9,52.5,50.66666666666666
2023-08-08,11.0,54.333333333333336,25.33333333333333
2023-08-09,8.433333333333334,46.66666666666666,29.4
2023-08-10,10.725,54.25,53.66666666666666
2023-08-11,9.8,52.333333333333336,54.66666666666666
2023-08-12,10.066666666666668,52.66666666666666,54.0
2023-08-13,9.3,50.75,61.0
2023-08-14,9.2,50.66666666666666,72.0
2023-08-15,4.6000000000000005,25.33333333333333,65.25
2023-08-16,5.3,29.4,66.5
2023-08-17,10.433333333333332,53.66666666666666,70.0
2023-08-18,10.966666666666669,54.66666666666666,71.5
2023-08-19,10.675,54.0,67.66666666666667
2023-08-20,14.3,61.0,56.0
2023-08-21,20.4,72.0,43.0
2023-08-22,16.725,65.25,54.66666666666666
2023-08-23,17.25,66.5,61.0
2023-08-24,19.433333333333334,70.0,69.75
2023-08-25,20.025,71.5,58.333333333333336
2023-08-26,18.133333333333336,67.66666666666667,59.0
2023-08-27,11.733333333333334,56.0,60.0
2023-08-28,7.82,43.0,49.0
2023-08-29,11.1,54.66666666666666,41.5
2023-08-30,14.5,61.0,42.0
2023-08-31,19.175,69.75,45.0
2023-09-01,13.066666666666668,58.333333333333336,50.0
2023-09-02,13.3,59.0,48.25
2023-09-03,13.966666666666669,60.0,57.0
2023-09-04,9.05,49.0,55.0
2023-09-05,7.449999999999999,41.5,57.25
2023-09-06,7.566666666666666,42.0,54.0
2023-09-07,8.1,45.0,54.0
2023-09-08,8.95,50.0,57.0
2023-09-09,8.775,48.25,60.0
2023-09-10,12.45,57.0,56.0
2023-09-11,11.1,55.0,56.66666666666666
2023-09-12,12.425,57.25,58.66666666666666
2023-09-13,11.0,54.0,54.0
2023-09-14,10.6,54.0,46.6
2023-09-15,12.233333333333334,57.0,41.66666666666666
2023-09-16,13.85,60.0,42.333333333333336
2023-09-17,12.0,56.0,33.25
2023-09-18,12.266666666666666,56.66666666666666,37.0
2023-09-19,13.033333333333331,58.66666666666666,52.66666666666666
2023-09-20,10.966666666666669,54.0,62.5
2023-09-21,8.6,46.6,69.0
2023-09-22,7.5,41.66666666666666,62.5
2023-09-23,7.566666666666666,42.333333333333336,50.75
2023-09-24,5.975,33.25,55.66666666666666
2023-09-25,6.65,37.0,61.333333333333336
2023-09-26,10.0,52.66666666666666,50.0
2023-09-27,15.35,62.5,34.333333333333336
2023-09-28,18.766666666666666,69.0,24.5
2023-09-29,15.2,62.5,27.666666666666668
2023-09-30,9.4,50.75,23.666666666666668
2023-10-01,11.733333333333334,55.66666666666666,45.333333333333336
2023-10-02,14.666666666666666,61.333333333333336,34.75
2023-10-03,9.26,50.0,37.0
2023-10-04,6.2,34.333333333333336,33.666666666666664
2023-10-05,4.45,24.5,46.75
2023-10-06,4.966666666666666,27.666666666666668,29.0
2023-10-07,4.2,23.666666666666668,20.666666666666668
2023-10-08,8.333333333333334,45.333333333333336,12.75
2023-10-09,6.225,34.75,27.33333333333333
2023-10-10,6.699999999999999,37.0,51.333333333333336
2023-10-11,6.066666666666666,33.666666666666664,40.25
2023-10-12,8.65,46.75,52.333333333333336
2023-10-13,5.266666666666667,29.0,54.0
2023-10-14,3.6666666666666665,20.666666666666668,54.333333333333336
2023-10-15,2.275,12.75,51.0
2023-10-16,4.9,27.33333333333333,45.66666666666666
2023-10-17,9.633333333333333,51.333333333333336,48.66666666666666
2023-10-18,7.25,40.25,50.5
2023-10-19,9.9,52.333333333333336,32.5
2023-10-20,10.633333333333333,54.0,45.25
2023-10-21,10.9,54.333333333333336,27.5
2023-10-22,9.933333333333332,51.0,8.5
2023-10-23,8.4,45.66666666666666,21.5
2023-10-24,9.0,48.66666666666666,32.0
2023-10-25,9.6,50.5,35.333333333333336
2023-10-26,5.9,32.5,53.5
2023-10-27,8.475,45.25,55.66666666666666
2023-10-28,4.949999999999999,27.5,57.333333333333336
2023-10-29,1.5,8.5,46.25
2023-10-30,3.825,21.5,37.333333333333336
2023-10-31,5.766666666666667,32.0,36.0
2023-11-01,6.333333333333333,35.333333333333336,39.333333333333336
2023-11-02,11.05,53.5,42.0
2023-11-03,11.666666666666666,55.66666666666666,25.33333333333333
2023-11-04,12.533333333333331,57.333333333333336,31.5
2023-11-05,8.549999999999999,46.25,55.0
2023-11-06,6.733333333333333,37.333333333333336,51.333333333333336
2023-11-07,6.5,36.0,57.0
2023-11-08,7.033333333333334,39.333333333333336,69.66666666666667
2023-11-09,7.7,42.0,46.333333333333336
2023-11-10,4.566666666666666,25.33333333333333,55.75
2023-11-11,5.675,31.5,59.333333333333336
2023-11-12,11.266666666666666,55.0,66.33333333333333
2023-11-13,10.566666666666668,51.333333333333336,48.25
2023-11-14,12.25,57.0,23.5
2023-11-15,19.0,69.66666666666667,41.0
2023-11-16,9.3,46.333333333333336,43.6
2023-11-17,12.0,55.75,61.333333333333336
2023-11-18,13.566666666666668,59.333333333333336,64.0
2023-11-19,17.366666666666667,66.33333333333333,29.25
2023-11-20,9.125,48.25,44.66666666666666
2023-11-21,4.275,23.5,54.0
2023-11-22,7.333333333333333,41.0,48.5
2023-11-23,8.120000000000001,43.6,51.66666666666666
2023-11-24,14.733333333333333,61.333333333333336,39.5
2023-11-25,16.099999999999998,64.0,56.5
2023-11-26,5.225,29.25,34.5
2023-11-27,8.5,44.66666666666666,32.5
2023-11-28,11.266666666666666,54.0,57.0
2023-11-29,9.3,48.5,31.0
2023-11-30,10.5,51.66666666666666,45.0
2023-12-01,7.6,39.5,31.5
2023-12-02,12.4,56.5,21.5
2023-12-03,6.25,34.5,28.0
2023-12-04,5.85,32.5,36.333333333333336
2023-12-05,12.325,57.0,53.5
2023-12-06,5.6,31.0,56.0
2023-12-07,8.1,45.0,44.2
2023-12-08,5.65,31.5,54.333333333333336
2023-12-09,3.9,21.5,41.0
2023-12-10,5.05,28.0,59.5
2023-12-11,6.533333333333334,36.333333333333336,37.0
2023-12-12,10.4,53.5,37.66666666666666
2023-12-13,11.766666666666666,56.0,42.0
2023-12-14,8.120000000000001,44.2,49.333333333333336
2023-12-15,11.133333333333333,54.333333333333336,56.333333333333336
2023-12-16,7.366666666666667,41.0,43.25
2023-12-17,13.625,59.5,12.0
2023-12-18,6.666666666666667,37.0,13.0
2023-12-19,6.733333333333333,37.66666666666666,28.2
2023-12-20,7.55,42.0,23.666666666666668
2023-12-21,9.366666666666667,49.333333333333336,22.33333333333333
2023-12-22,12.133333333333333,56.333333333333336,22.75
2023-12-23,7.875,43.25,39.66666666666666
2023-12-24,2.1333333333333333,12.0,43.333333333333336
2023-12-25,2.333333333333333,13.0,54.0
2023-12-26,5.0600000000000005,28.2,55.66666666666666
2023-12-27,4.266666666666667,23.666666666666668,53.0
2023-12-28,3.9666666666666655,22.33333333333333,59.0
2023-12-29,4.125,22.75,54.0
2023-12-30,7.133333333333333,39.66666666666666,32.0
2023-12-31,7.833333333333333,43.333333333333336,42.333333333333336
2024-01-01,11.033333333333331,54.0,26.0
2024-01-02,11.533333333333331,55.66666666666666,27.33333333333333
2024-01-03,11.1,53.0,40.333333333333336
2024-01-04,13.833333333333334,59.0,61.0
2024-01-05,10.966666666666669,54.0,57.0
2024-01-06,5.8,32.0,33.5
2024-01-07,7.7,42.333333333333336,24.666666666666668
2024-01-08,4.633333333333334,26.0,28.33333333333333
2024-01-09,4.966666666666667,27.33333333333333,21.0
2024-01-10,7.899999999999999,40.333333333333336,40.333333333333336
2024-01-11,14.466666666666669,61.0,46.66666666666666
2024-01-12,12.633333333333336,57.0,36.75
2024-01-13,6.0,33.5,30.0
2024-01-14,4.4,24.666666666666668,42.0
2024-01-15,5.1000000000000005,28.33333333333333,53.66666666666666
2024-01-16,3.825,21.0,48.0
2024-01-17,7.266666666666667,40.333333333333336,39.5
2024-01-18,8.733333333333333,46.66666666666666,48.75
2024-01-19,6.6,36.75,55.333333333333336
2024-01-20,5.4,30.0,24.666666666666668
2024-01-21,7.6,42.0,42.25
2024-01-22,10.5,53.66666666666666,50.66666666666666
2024-01-23,8.75,48.0,54.333333333333336
2024-01-24,7.1,39.5,59.4
2024-01-25,9.125,48.75,48.0
2024-01-26,12.2,55.333333333333336,35.333333333333336
2024-01-27,4.433333333333334,24.666666666666668,21.5
2024-01-28,7.6,42.25,29.0
2024-01-29,9.933333333333334,50.66666666666666,51.0
2024-01-30,11.3,54.333333333333336,57.66666666666666
2024-01-31,13.56,59.4,46.0
2024-02-01,9.1,48.0,39.0
2024-02-02,6.366666666666667,35.333333333333336,60.5
2024-02-03,3.875,21.5,40.66666666666666
2024-02-04,5.233333333333333,29.0,16.666666666666668
2024-02-05,9.8,51.0,15.2
2024-02-06,12.866666666666667,57.66666666666666,39.5
2024-02-07,8.3,46.0,34.5
2024-02-08,7.066666666666666,39.0,38.0
2024-02-09,14.225,60.5,38.333333333333336
2024-02-10,7.366666666666667,40.66666666666666,22.666666666666668
2024-02-11,3.033333333333333,16.666666666666668,43.333333333333336
2024-02-12,2.74,15.2,43.0
2024-02-13,7.15,39.5,51.66666666666666
2024-02-14,6.25,34.5,37.5
2024-02-15,6.833333333333333,38.0,39.0
2024-02-16,6.9,38.333333333333336,35.333333333333336
2024-02-17,4.066666666666666,22.666666666666668,34.75
2024-02-18,7.866666666666667,43.333333333333336,35.5
2024-02-19,7.766666666666667,43.0,53.5
2024-02-20,9.466666666666669,51.66666666666666,66.66666666666667
2024-02-21,6.75,37.5,30.33333333333333
2024-02-22,7.033333333333334,39.0,35.0
2024-02-23,6.333333333333333,35.333333333333336,52.25
2024-02-24,6.25,34.75,57.0
2024-02-25,6.4,35.5,52.66666666666666
2024-02-26,10.55,53.5,59.25
2024-02-27,17.533333333333335,66.66666666666667,66.33333333333333
2024-02-28,5.5,30.33333333333333,65.66666666666667
2024-02-29,6.233333333333333,35.0,51.75
2024-03-01,10.45,52.25,29.5
2024-03-02,12.466666666666669,57.0,24.666666666666668
2024-03-03,10.066666666666666,52.66666666666666,39.75
2024-03-04,13.525,59.25,52.0
2024-03-05,17.366666666666664,66.33333333333333,46.333333333333336
2024-03-06,17.099999999999998,65.66666666666667,37.0
2024-03-07,9.775,51.75,61.66666666666666
2024-03-08,5.3,29.5,46.333333333333336
2024-03-09,4.5,24.666666666666668,34.25
2024-03-10,7.175,39.75,43.0
2024-03-11,9.9,52.0,36.333333333333336
2024-03-12,8.333333333333334,46.333333333333336,39.8
2024-03-13,6.675,37.0,34.666666666666664
2024-03-14,14.8,61.66666666666666,33.333333333333336
2024-03-15,8.366666666666667,46.333333333333336,36.0
2024-03-16,6.125,34.25,58.0
2024-03-17,7.7,43.0,59.66666666666666
2024-03-18,6.566666666666666,36.333333333333336,55.0
2024-03-19,7.159999999999999,39.8,26.0
2024-03-20,6.233333333333333,34.666666666666664,27.666666666666668
2024-03-21,6.0,33.333333333333336,37.0
2024-03-22,6.45,36.0,29.666666666666668
2024-03-23,12.833333333333334,58.0,34.333333333333336
2024-03-24,13.833333333333334,59.66666666666666,52.8
2024-03-25,11.225,55.0,71.33333333333333
2024-03-26,4.7,26.0,32.0
2024-03-27,4.966666666666666,27.666666666666668,31.5
2024-03-28,6.625,37.0,51.333333333333336
2024-03-29,5.366666666666667,29.666666666666668,48.0
2024-03-30,6.2,34.333333333333336,32.25
2024-03-31,10.06,52.8,28.0
2024-04-01,20.0,71.33333333333333,57.5
2024-04-02,6.333333333333333,32.0,16.0
2024-04-03,6.375,31.5,22.33333333333333
2024-04-04,10.033333333333331,51.333333333333336,34.666666666666664
2024-04-05,8.766666666666666,48.0,40.4
2024-04-06,5.8,32.25,34.333333333333336
2024-04-07,5.066666666666666,28.0,48.333333333333336
2024-04-08,12.8,57.5,52.75
2024-04-09,2.85,16.0,56.66666666666666
2024-04-10,4.033333333333333,22.33333333333333,71.0
2024-04-11,6.266666666666667,34.666666666666664,64.33333333333333
2024-04-12,7.359999999999999,40.4,38.0
2024-04-13,6.133333333333333,34.333333333333336,25.0
2024-04-14,8.733333333333333,48.333333333333336,25.0
2024-04-15,10.2,52.75,46.5
2024-04-16,12.166666666666666,56.66666666666666,32.0
2024-04-17,19.700000000000003,71.0,42.4
2024-04-18,16.3,64.33333333333333,57.0
2024-04-19,6.9,38.0,58.0
2024-04-20,4.449999999999999,25.0,66.5
2024-04-21,4.550000000000001,25.0,43.333333333333336
2024-04-22,8.45,46.5,49.0
2024-04-23,5.766666666666667,32.0,66.0
2024-04-24,7.68,42.4,45.0
2024-04-25,12.266666666666666,57.0,45.0
2024-04-26,12.833333333333334,58.0,39.0
2024-04-27,17.475,66.5,52.66666666666666
2024-04-28,7.8,43.333333333333336,32.666666666666664
2024-04-29,9.333333333333334,49.0,58.0
2024-04-30,17.05,66.0,64.66666666666667
2024-05-01,8.133333333333335,45.0,87.66666666666667
2024-05-02,9.933333333333332,45.0,55.25
2024-05-03,7.0,39.0,20.666666666666668
2024-05-04,9.933333333333334,52.66666666666666,34.0
2024-05-05,5.866666666666667,32.666666666666664,44.75
2024-05-06,12.8,58.0,37.0
2024-05-07,16.333333333333332,64.66666666666667,51.66666666666666
2024-05-08,28.7,87.66666666666667,57.0
2024-05-09,12.55,55.25,52.66666666666666
2024-05-10,3.733333333333333,20.666666666666668,42.0
2024-05-11,6.2,34.0,48.0
2024-05-12,8.35,44.75,59.66666666666666
2024-05-13,6.733333333333333,37.0,58.333333333333336
2024-05-14,9.533333333333331,51.66666666666666,88.25
2024-05-15,12.3,57.0,77.0
2024-05-16,10.133333333333333,52.66666666666666,67.5
2024-05-17,7.566666666666666,42.0,78.66666666666667
2024-05-18,8.940000000000001,48.0,90.0
2024-05-19,13.833333333333334,59.66666666666666,79.5
2024-05-20,12.966666666666669,58.333333333333336,101.0
2024-05-21,28.925,88.25,53.5
2024-05-22,23.066666666666663,77.0,54.0
2024-05-23,18.1,67.5,44.0
2024-05-24,23.9,78.66666666666667,28.0
2024-05-25,29.85,90.0,31.5
2024-05-26,24.6,79.5,51.333333333333336
2024-05-27,35.333333333333336,101.0,57.5
2024-05-28,10.55,53.5,76.5
2024-05-29,10.65,54.0,37.333333333333336
2024-05-30,7.925,44.0,46.5
2024-05-31,5.1,28.0,53.5
2024-06-01,5.7,31.5,50.333333333333336
2024-06-02,9.8,51.333333333333336,55.5
2024-06-03,12.5,57.5,56.5
2024-06-04,22.7,76.5,51.25
2024-06-05,6.766666666666666,37.333333333333336,63.5
2024-06-06,8.65,46.5,69.0
2024-06-07,10.55,53.5,64.25
2024-06-08,9.4,50.333333333333336,65.66666666666667
2024-06-09,11.4,55.5,58.333333333333336
2024-06-10,12.0,56.5,55.5
2024-06-11,9.575,51.25,43.66666666666666
2024-06-12,15.9,63.5,53.0
2024-06-13,19.0,69.0,49.5
2024-06-14,16.075,64.25,55.333333333333336
2024-06-15,17.099999999999998,65.66666666666667,47.333333333333336
2024-06-16,13.133333333333333,58.333333333333336,54.0
2024-06-17,11.6,55.5,51.0
2024-06-18,7.866666666666667,43.66666666666666,34.666666666666664
2024-06-19,10.566666666666666,53.0,34.0
2024-06-20,9.5,49.5,51.5
2024-06-21,11.3,55.333333333333336,52.0
2024-06-22,8.666666666666666,47.333333333333336,54.5
2024-06-23,10.74,54.0,47.66666666666666
2024-06-24,9.533333333333331,51.0,57.5
2024-06-25,6.233333333333334,34.666666666666664,68.0
2024-06-26,6.15,34.0,68.33333333333333
2024-06-27,9.45,51.5,62.333333333333336
2024-06-28,10.033333333333331,52.0,50.6
2024-06-29,10.975,54.5,42.0
2024-06-30,8.633333333333333,47.66666666666666,48.0
2024-07-01,12.55,57.5,51.75
2024-07-02,18.125,68.0,46.0
2024-07-03,18.266666666666666,68.33333333333333,55.333333333333336
2024-07-04,15.3,62.333333333333336,60.5
2024-07-05,9.74,50.6,55.66666666666666
2024-07-06,7.566666666666666,42.0,55.0
2024-07-07,8.799999999999999,48.0,64.25
2024-07-08,9.675,51.75,60.0
2024-07-09,8.299999999999999,46.0,67.33333333333333
2024-07-10,11.366666666666667,55.333333333333336,53.4
2024-07-11,14.075,60.5,42.0
2024-07-12,11.766666666666666,55.66666666666666,53.0
2024-07-13,11.233333333333334,55.0,58.5
2024-07-14,16.15,64.25,51.333333333333336
2024-07-15,14.0,60.0,47.333333333333336
2024-07-16,17.866666666666667,67.33333333333333,34.333333333333336
2024-07-17,10.38,53.4,42.0
2024-07-18,7.566666666666666,42.0,39.66666666666666
2024-07-19,10.433333333333332,53.0,47.25
2024-07-20,13.125,58.5,50.66666666666666
2024-07-21,10.466666666666669,51.333333333333336,33.0
2024-07-22,9.166666666666666,47.333333333333336,43.0
2024-07-23,6.2,34.333333333333336,49.66666666666666
2024-07-24,7.699999999999999,42.0,90.0
2024-07-25,7.333333333333333,39.66666666666666,96.75
2024-07-26,9.0,47.25,78.0
2024-07-27,10.3,50.66666666666666,55.0
2024-07-28,5.933333333333334,33.0,61.0
2024-07-29,7.74,43.0,67.0
2024-07-30,9.466666666666669,49.66666666666666,67.0
2024-07-31,30.1,90.0,65.25
2024-08-01,33.125,96.75,69.66666666666667
2024-08-02,23.55,78.0,59.5
2024-08-03,11.3,55.0,56.2
2024-08-04,14.466666666666669,61.0,60.0
2024-08-05,17.6,67.0,58.0
2024-08-06,17.46666666666667,67.0,53.5
2024-08-07,16.825,65.25,46.66666666666666
2024-08-08,19.133333333333336,69.66666666666667,38.333333333333336
2024-08-09,13.45,59.5,46.5
2024-08-10,11.84,56.2,40.66666666666666
2024-08-11,13.866666666666667,60.0,45.66666666666666
2024-08-12,13.0,58.0,52.66666666666666
2024-08-13,10.575,53.5,61.0
2024-08-14,8.633333333333333,46.66666666666666,62.5
2024-08-15,6.933333333333334,38.333333333333336,65.0
2024-08-16,8.375,46.5,62.0
2024-08-17,7.366666666666667,40.66666666666666,57.0
2024-08-18,8.200000000000001,45.66666666666666,65.0
2024-08-19,10.2,52.66666666666666,60.0
2024-08-20,14.5,61.0,39.0
2024-08-21,15.3,62.5,37.66666666666666
2024-08-22,16.733333333333334,65.0,44.0
2024-08-23,15.0,62.0,36.5
2024-08-24,12.35,57.0,33.0
2024-08-25,16.7,65.0,24.0
2024-08-26,14.0,60.0,26.0
2024-08-27,7.0,39.0,56.75
2024-08-28,6.833333333333333,37.66666666666666,54.5
2024-08-29,7.95,44.0,54.0
2024-08-30,6.65,36.5,47.66666666666666
2024-08-31,6.0,33.0,34.5
2024-09-01,4.35,24.0,32.5
2024-09-02,4.7,26.0,51.0
2024-09-03,12.225,56.75,53.5
2024-09-04,10.95,54.5,27.0
2024-09-05,10.9,54.0,32.333333333333336
2024-09-06,9.2,47.66666666666666,45.5
2024-09-07,6.199999999999999,34.5,54.0
2024-09-08,5.8,32.5,29.33333333333333
2024-09-09,9.8,51.0,22.5
2024-09-10,10.55,53.5,40.5
2024-09-11,4.9,27.0,43.0
2024-09-12,5.766666666666667,32.333333333333336,46.0
2024-09-13,8.15,45.5,46.0
2024-09-14,10.9,54.0,52.0
2024-09-15,5.333333333333333,29.33333333333333,44.0
2024-09-16,4.050000000000001,22.5,34.0
2024-09-17,7.35,40.5,32.0
2024-09-18,8.266666666666667,43.0,35.0
2024-09-19,8.2,46.0,42.75
2024-09-20,8.3,46.0,45.5
2024-09-21,9.6,52.0,45.0
2024-09-22,8.0,44.0,55.0
2024-09-24,6.2,34.0,53.0
2024-09-25,5.8,32.0,53.0
2024-09-26,6.3,35.0,55.0
2024-09-27,7.9,42.75,58.0
2024-09-28,8.4,45.5,57.0
2024-09-29,8.100000000000001,45.0,44.5
2024-09-30,11.266666666666666,55.0,58.0
2024-10-01,10.3,53.0,52.0
2024-10-02,10.2,53.0,55.0
2024-10-03,11.2,55.0,55.5
2024-10-04,12.9,58.0,54.5
2024-10-05,12.3,57.0,55.75
2024-10-06,8.05,44.5,56.0
2024-10-07,13.0,58.0,48.333333333333336
2024-10-08,9.6,52.0,58.5
2024-10-09,11.1,55.0,29.0
2024-10-10,11.4,55.5,35.666666666666664
2024-10-11,11.2,54.5,44.0
2024-10-12,11.8,55.75,52.66666666666666
2024-10-13,11.733333333333334,56.0,57.0
2024-10-14,8.766666666666666,48.333333333333336,56.2
2024-10-15,13.15,58.5,48.0
2024-10-16,5.233333333333333,29.0,42.66666666666666
2024-10-17,6.4,35.666666666666664,37.25
2024-10-18,8.075,44.0,39.66666666666666
2024-10-19,10.0,52.66666666666666,56.333333333333336
2024-10-20,12.233333333333334,57.0,62.0
2024-10-21,11.82,56.2,43.333333333333336
2024-10-22,9.0,48.0,53.5
2024-10-23,7.733333333333333,42.66666666666666,46.66666666666666
2024-10-24,6.725,37.25,45.0
2024-10-25,7.166666666666667,39.66666666666666,56.0
2024-10-26,12.0,56.333333333333336,49.0
2024-10-27,15.05,62.0,41.0
2024-10-28,8.033333333333333,43.333333333333336,38.0
2024-10-29,10.4,53.5,24.0
2024-10-30,8.433333333333334,46.66666666666666,43.66666666666666
2024-10-31,8.1,45.0,45.66666666666666
2024-11-01,11.7,56.0,26.0
2024-11-02,9.3,49.0,25.666666666666668
2024-11-03,7.3,41.0,60.66666666666666
2024-11-04,6.9,38.0,42.5
2024-11-05,4.3,24.0,47.333333333333336
2024-11-06,7.899999999999999,43.66666666666666,44.0
2024-11-07,8.5,45.66666666666666,39.8
2024-11-08,4.7,26.0,57.5
2024-11-09,4.6000000000000005,25.666666666666668,53.0
2024-11-10,14.3,60.66666666666666,56.333333333333336
2024-11-11,7.65,42.5,22.5
2024-11-12,8.633333333333335,47.333333333333336,28.0
2024-11-13,7.933333333333334,44.0,16.5
2024-11-14,7.140000000000001,39.8,54.0
2024-11-15,12.5,57.5,54.0
2024-11-16,10.15,53.0,47.5
2024-11-17,11.966666666666669,56.333333333333336,42.0
2024-11-18,4.1,22.5,40.333333333333336
2024-11-19,5.0,28.0,30.4
2024-11-20,3.0,16.5,50.0
2024-11-21,10.9,54.0,22.33333333333333
2024-11-22,10.7,54.0,33.75
2024-11-23,8.524999999999999,47.5,54.66666666666666
2024-11-24,7.566666666666666,42.0,58.333333333333336
2024-11-25,7.533333333333334,40.333333333333336,64.25
2024-11-26,5.46,30.4,52.0
2024-11-27,9.566666666666668,50.0,63.5
2024-11-28,4.033333333333333,22.33333333333333,35.0
2024-11-29,6.075,33.75,32.0
2024-11-30,11.1,54.66666666666666,46.66666666666666
2024-12-01,13.1,58.333333333333336,43.8
2024-12-02,16.225,64.25,42.66666666666666
2024-12-03,10.433333333333332,52.0,18.666666666666668
2024-12-04,15.9,63.5,31.75
2024-12-05,6.266666666666667,35.0,31.666666666666668
2024-12-06,5.8,32.0,33.0
2024-12-07,8.766666666666666,46.66666666666666,39.66666666666666
2024-12-08,8.02,43.8,56.5
2024-12-09,7.966666666666666,42.66666666666666,33.5
2024-12-10,3.4,18.666666666666668,31.5
2024-12-11,5.7,31.75,27.0
2024-12-12,5.7,31.666666666666668,54.0
2024-12-13,6.0,33.0,40.6
2024-12-14,7.133333333333333,39.66666666666666,46.0
2024-12-15,12.05,56.5,54.333333333333336
2024-12-16,6.05,33.5,35.5
2024-12-17,5.675,31.5,36.333333333333336
2024-12-18,4.866666666666666,27.0,35.333333333333336
2024-12-19,10.9,54.0,26.5
2024-12-20,7.4,40.6,35.0
2024-12-21,8.266666666666666,46.0,42.333333333333336
2024-12-22,11.166666666666666,54.333333333333336,49.0
2024-12-23,6.425,35.5,36.66666666666666
2024-12-24,6.533333333333334,36.333333333333336,25.0
